datetime,Vancouver,Portland,San Francisco,Seattle,Los Angeles,San Diego,Las Vegas,Phoenix,Albuquerque,Denver,San Antonio,Dallas,Houston,Kansas City,Minneapolis,Saint Louis,Chicago,Nashville,Indianapolis,Atlanta,Detroit,Jacksonville,Charlotte,Miami,Pittsburgh,Toronto,Philadelphia,New York,Montreal,Boston,Beersheba,Tel Aviv District,Eilat,Haifa,Nahariyya,Jerusalem
2017-01-09 07:00:00,274.73,273.44,289.61,276.7,288.56,289.26,281.92,285.94,275.73,275.19,281.53,275.59,279.42,271.8,264.65,269.73,265.94,269.41,265.15,270.26,263.93,277.38,264.5,284.44,258.01,263.31,262.79,263.79,253.78,260.18,279.298,285.26,285.91,283.77,283.99,285.37
2017-05-06 08:00:00,281.54,281.14,284.09,280.51,289.07,289.58,300.73,301.99,292.15,285.75,287.01,286.33,286.34,285.79,282.56,282.32,280.6,280.83,278.17,282.26,279.04,287.68,284.45,292.29,280.44,279.36,291.01,289.3,279.82,284.39,296.844,295.59,299.15,294.55,294.61,295.53
2016-12-08 10:00:00,262.84,274.3,280.14,270.16,283.39,282.24,274.65,280.4,269.89,254.99,284.02,276.21,285.61,265.48,265.21,268.73,268.25,275.44,269.22,279.04,271.95,285.15,282.4,296.64,272.86,272.15,272.64,273.69,272.8,273.71,290.041,293.15,290.86,290.75,290.69,293.15
2014-11-08 10:00:00,279.28,276.043666667,286.085333333,278.943666667,279.477,280.602,276.310333333,280.535333333,271.960333333,268.577,282.910333333,280.310333333,282.460333333,283.127,275.160333333,280.093666667,280.360333333,275.910333333,276.393666667,274.235333333,277.110333333,285.635333333,275.268666667,292.202,268.610333333,271.477,271.293666667,275.46,272.04,275.885333333,292.737,302.35,292.887,294.937,294.387,292.827
2016-02-02 17:00:00,276.54,274.20846521,282.047486239,274.734690152,279.655145038,280.434183486,274.506978173,277.617396765,271.001480858,266.425143541,290.050901198,287.346950084,290.667628203,283.140927374,271.738471099,284.45198659,275.78185245,292.093596413,279.030754875,291.830113173,276.368092795,296.646333333,285.145092789,299.462953316,280.069220407,275.82,279.814774687,281.51,269.21,280.388294184,281.589,287.63,291.15,290.689,290.689,287.68
2013-05-12 02:00:00,293.06,299.46,289.45,296.19,295.63,292.56,302.19,304.74,289.27,288.55,293.73,297.16,295.58,289.47,288.93,287.45,279.95,291.55,285.14,293.3,281.15,296.9,295.82,299.06,289.24,286.07,294.22,291.39,287.98,291.1,292.8,292.47,289.15,293.9,288.15,290.83
2017-10-26 16:00:00,280.28,283.63,286.7,283.04,291.89,290.64,290.5,292.14,287.96,282.13,291.52,291.83,293.03,288.88,283.72,288.84,282.14,285.15,282.14,286.5,281.34,290.15,286.6,294.26,279.86,281.96,286.24,286.0,283.8,288.08,297.211,299.59,301.08,299.15,299.15,299.54
2014-08-05 00:00:00,298.92,306.49,296.84,304.48,300.73,299.1,300.9,310.69,298.94,299.09,307.51,305.61,303.59,305.76,298.77,302.31,297.67,300.98,298.15,302.43,295.45,299.82,298.91,297.58,297.0,292.55,299.05,298.11,295.73,297.19,294.227,299.15,303.15,300.127,300.127,299.15
2013-12-09 17:00:00,269.94,266.74,276.64,269.46,282.25,281.8,274.175,280.63,267.67,261.59,279.06,274.21,280.18,261.18,254.8,268.73,266.52,274.96,269.45,280.11,271.38,299.46,277.1,300.73,275.92,274.82,274.99,275.16,268.96,274.76,282.247,286.64,291.15,290.588,293.213,283.318
2014-05-02 02:00:00,292.831333333,297.614666667,292.914666667,298.448,298.481333333,297.014666667,293.131333333,298.264666667,284.331333333,280.631333333,291.614666667,289.448,291.431333333,282.514666667,280.131333333,282.981333333,280.848,285.498,282.764666667,286.514666667,282.214666667,294.748,290.081333333,299.448,281.981333333,281.331333333,288.048,287.548,283.981333333,286.131333333,287.698,287.748,289.148,293.148,293.148,287.914666667
2017-07-10 20:00:00,292.62512792,293.947897008,299.764140571,292.083304566,303.747265136,299.775970772,309.977568546,310.935306151,302.862246347,305.7730902,308.252682995,305.287567492,300.362735875,305.761433343,300.553165878,306.806983023,300.221280267,305.21845533,299.488669821,304.348725477,294.354246347,302.786813691,304.261096424,303.183413107,294.943376009,296.249563404,302.292108266,301.526397334,295.656720901,301.236625383,298.649272955,301.384507513,306.79852212,300.830846411,300.830846411,301.361534612
2017-07-02 09:00:00,287.44,288.15,288.78,286.36,291.06,290.96,303.48,303.65,292.61,290.18,299.01,296.48,298.52,293.13,291.55,290.88,289.75,293.91,291.87,294.6,291.14,298.73,293.65,301.15,292.46,287.66,294.34,294.92,292.12,295.31,307.762,304.36,311.17,304.74,304.69,304.1
2017-08-10 01:00:00,299.81,307.01,293.63,303.55,302.17,297.91,312.28,315.37,305.65,293.79,305.4,303.29,303.15,296.56,291.72,300.29,297.62,298.94,297.01,297.15,298.06,298.15,295.25,302.9,294.41,295.76,295.7,295.52,293.1,296.42,293.978,300.15,304.15,300.578,300.578,300.15
2017-02-19 09:00:00,276.971,275.996,282.321,277.996,278.546,283.096,279.221,282.621,275.846,276.446,292.371,288.446,291.321,284.371,272.296,280.321,276.346,282.121,281.071,278.496,273.471,288.846,279.071,293.971,279.546,274.471,282.246,278.321,276.546,278.946,284.696,289.646,286.321,287.896,287.896,283.496
2013-09-18 06:00:00,285.83,286.13,289.84,284.15,290.79,291.15,300.15,303.25,291.15,291.15,296.385,302.15,298.67,302.15,288.72,291.15,290.15,291.88,288.15,291.15,283.67,298.17,289.09,299.436666667,280.15,282.98,278.15,280.58,279.78,283.86,295.276,303.14,305.15,297.53,297.83,296.88
2014-09-03 16:00:00,287.67,286.531666667,289.865,287.298333333,293.031666667,291.831666667,297.081666667,302.981666667,295.548333333,295.681666667,301.031666667,304.115,305.031666667,297.731666667,294.665,299.115,296.915,298.731666667,297.731666667,301.365,297.098333333,301.848333333,302.331666667,303.681666667,295.881666667,294.481666667,299.615,298.97,295.91,296.881666667,297.545,301.53,310.17,299.045,294.295,300.065
2016-08-18 05:00:00,293.93,292.01,290.42,291.62,295.51,298.71,307.04,307.26,285.06,292.77,296.11,296.78,296.49,297.51,292.7,297.13,295.19,297.61,294.46,298.01,293.48,299.076,296.3,302.0,293.11,294.0,295.53,297.75,289.21,291.51,297.276,299.75,296.676,300.776,300.776,300.15
2016-12-30 02:00:00,276.58,277.29,283.77,279.7,294.43,293.0,285.14,293.79,274.16,272.53,286.16,283.09,285.7,275.78,270.47,279.15,274.16,278.46,274.2,281.37,273.65,289.55,280.24,296.82,274.16,273.56,276.08,276.3,272.46,275.22,279.316,285.15,280.866,291.066,291.066,285.15
2017-09-14 06:00:00,285.65,289.15,291.25,287.75,292.44,292.9,300.45,306.29,292.76,290.49,296.6,294.02,296.03,292.11,293.89,289.87,289.25,290.35,289.67,291.84,288.94,298.37,292.32,300.65,288.81,289.36,294.15,293.73,289.45,293.58,297.896,300.54,301.66,299.96,300.08,301.67
2016-10-12 19:00:00,284.807,287.707,289.907,286.657,295.407,295.007,300.757,304.507,296.557,290.207,300.73,302.78,303.53,283.88,279.83,298.48,292.63,297.48,296.18,295.03,294.23,296.48,293.23,301.98,293.957,293.157,292.88,292.38,290.407,289.38,293.38,293.93,298.38,299.93,299.93,292.78
2015-03-26 16:00:00,283.638666667,280.947,286.397,283.697,288.088666667,289.963666667,285.172,290.455333333,278.405333333,277.938666667,289.663666667,286.155333333,291.313666667,278.572,273.130333333,277.263666667,274.430333333,289.972,276.688666667,293.605333333,275.480333333,295.855333333,293.288666667,303.405333333,286.022,274.972,286.255333333,282.522,278.947,281.638666667,293.947,293.455333333,294.413666667,291.405333333,291.405333333,291.622
2015-09-13 00:00:00,296.02,303.99,298.33,298.62,303.79,303.3,310.75,312.73,301.29,299.57,303.6,300.04,300.67,291.69,289.74,289.7,287.5,289.38,287.94,293.11,286.87,296.72,294.12,301.35,286.3,286.05,293.42,294.77,289.34,292.12,293.624,299.83,297.474,304.82,300.974,299.69
2015-03-05 07:00:00,276.8,272.369333333,282.927666667,274.002666667,276.702666667,276.277666667,270.544333333,280.461,268.686,251.594333333,276.352666667,271.202666667,282.252666667,265.327666667,250.777666667,266.061,258.286,270.302666667,264.519333333,291.452666667,261.386,291.961,292.152666667,295.069333333,270.369333333,261.186,274.836,276.4,267.08,274.419333333,288.51,289.49,290.68,286.15,286.15,285.061
2015-04-30 19:00:00,283.264,288.359333333,293.592666667,287.609333333,301.042666667,302.642666667,302.209333333,304.109333333,295.492666667,294.776,297.659333333,297.742666667,298.959333333,295.509333333,290.926,293.142666667,279.409333333,294.276,285.792666667,293.476,286.759333333,295.842666667,294.209333333,299.242666667,288.242666667,286.909333333,292.959333333,293.414,288.264,283.342666667,285.9,289.1,291.45,289.1,282.8,289.492666667
2015-07-14 06:00:00,291.13,293.39,290.53,289.61,293.39,291.85,303.09,306.0,290.2,291.11,298.43,301.49,298.72,299.04,293.21,301.52,296.24,299.94,294.37,298.64,295.67,300.14,294.87,299.59,293.53,294.1,294.39,293.84,295.84,291.09,296.006,300.56,304.15,302.08,298.15,300.9
2016-04-05 11:00:00,280.64,280.68,281.68,279.99,286.68,284.66,287.88,288.89,279.72,282.19,282.56,286.46,284.31,279.14,271.93,274.67,270.13,276.15,269.9,282.93,266.0,286.12,281.53,291.65,267.5,265.3,271.01,269.13,263.24,268.18,298.734,300.33,302.47,301.15,301.15,300.15
2013-06-20 06:00:00,288.393,284.558,286.6575,286.766,289.975,287.3808,296.21175,299.5788,291.743,290.686,299.422,296.795,295.3968,292.94625,290.556,293.768,287.678,293.6928,290.62375,294.373,286.353,298.34,292.73675,300.3008,288.356,285.29925,289.7205,289.4888,282.71175,286.942,298.79375,300.11,301.706666667,297.84925,297.59375,298.63125
2016-12-12 07:00:00,273.12,278.01,282.39,276.57,288.87,288.79,283.5,285.65,273.9,270.31,285.72,281.86,293.8,267.53,261.46,277.59,273.53,283.41,275.86,279.03,272.95,292.31,276.4,296.66,274.15,273.37,273.94,272.91,268.01,271.42,278.758,288.71,282.7,285.77,285.99,288.76
2013-08-20 07:00:00,289.02,289.92,294.04,288.84,292.27,290.35,297.89,306.56,293.01,292.42,297.33,296.96,297.99,290.98,293.71,292.69,288.7,293.86,290.72,294.15,290.4,298.41,294.43,300.33,291.07,288.92,289.72,290.4,290.895,288.93,295.494,302.15,306.15,299.19,298.99,295.44
2013-04-20 19:00:00,282.78,284.77,293.26,283.57,299.14,298.84,293.17,298.29,284.19,281.42,292.95,287.83,290.7,282.56,274.29,282.12,276.75,282.62,277.56,284.32,278.99,303.52,299.32,302.82,283.95,283.98,297.49,294.9,292.58,295.79,284.9,288.58,293.05,288.3,280.37,283.67
2014-02-02 10:00:00,273.7,273.72,279.13,273.55,280.09,279.65,274.4,278.52,272.46,260.54,285.4,274.76,292.31,263.3,,269.02,265.91,286.68,271.22,280.26,268.32,286.9,277.5,294.87,278.41,271.63,270.99,272.35,271.49,274.8,288.911,290.37,290.094333333,290.602666667,290.602666667,290.37
2013-01-25 19:00:00,278.38,276.52,285.46,278.75,287.57,290.78,285.27,288.63,285.24,288.99,294.55,295.01,297.94,267.38,257.86,268.61,266.17,274.3,267.6,283.53,266.58,295.08,279.57,296.78,266.92,260.84,268.91,268.43,254.62,265.61,287.04,288.92,289.92,289.33,285.37,287.47
2015-06-01 02:00:00,294.5,297.731,287.831,292.264333333,295.097666667,293.697666667,305.314333333,305.731,296.981,287.747666667,297.947666667,294.347666667,298.297666667,289.447666667,286.181,288.997666667,281.897666667,294.647666667,286.914333333,296.164333333,282.464333333,297.881,297.997666667,298.564333333,293.714333333,280.531,292.597666667,289.74,285.27,282.847666667,284.878,292.52,288.428,298.71,294.678,288.097666667
2015-12-02 07:00:00,275.86,274.440588235,280.85344446,278.228414566,284.682372549,283.892554622,276.151155624,279.259309524,272.507990196,273.069537815,283.094172853,277.237747899,285.291501611,274.14,271.289397675,277.064362745,275.884436817,283.674163048,273.154043984,289.333849279,274.126360835,292.187248529,284.398969043,298.000329178,281.587495448,279.41,283.293284774,280.4,275.74,277.476660597,287.807,290.6,289.71,288.15,288.15,290.55
2014-07-21 21:00:00,294.61,295.94,294.75,294.35,299.72,299.41,311.05,313.33,307.76,307.38,307.81,308.4,308.17,306.51,304.68,303.91,302.73,304.26,302.62,300.52,302.5,303.89,296.77,299.37,302.0,300.96,301.49,301.09,302.31,297.81,294.198,297.93,304.15,297.04,297.04,293.448
2013-01-17 13:00:00,274.26,274.26,275.28,271.31,277.89,277.21,272.25,272.0,262.74,269.86,271.96,270.05,275.63,267.93,271.5,266.1,266.46,273.77,269.46,286.98,269.63,291.66,279.09,293.43,272.8,270.39,274.08,273.74,269.18,272.28,292.59,295.15,297.25,290.4,290.4,288.16
2014-06-25 22:00:00,296.53,297.64,291.22,296.6,298.28,297.87,312.22,313.93,306.82,300.67,302.81,296.51,297.79,303.55,293.34,304.25,291.85,304.34,301.37,302.48,298.51,305.7,301.39,301.82,297.13,294.82,301.32,300.89,296.35,301.51,291.287,295.77,302.15,297.04,294.59,291.687
2012-10-14 14:00:00,284.93,285.84,283.08,285.82,285.81,286.12,285.09,286.23,277.86,281.2,296.73,296.7,297.13,291.8,282.43,289.0,284.78,289.29,285.15,290.65,280.77,298.69,285.58,299.3,279.15,278.6,281.03,280.19,275.53,279.79,300.93,300.68,307.27,299.8,299.8,300.2
2017-09-11 08:00:00,285.8,289.26,296.45,286.94,295.54,294.13,300.07,303.83,289.87,292.03,290.36,290.48,293.39,289.95,291.02,284.58,282.95,288.35,283.66,289.93,283.56,297.23,288.69,299.431,282.7,282.37,283.99,285.3,284.13,283.74,304.531,302.48,305.15,301.15,301.15,302.31
2017-11-14 23:00:00,,286.14,,284.65,297.86,296.93,295.31,301.75,294.65,292.14,298.18,297.09,296.75,285.67,279.55,284.6,282.15,285.8,281.99,287.69,278.71,289.66,282.9,,278.16,278.15,279.42,,274.47,277.61,,,,,,
2017-03-29 10:00:00,279.74,281.71,285.9,280.71,287.05,284.88,286.29,290.17,279.15,275.71,289.15,289.07,296.42,283.48,276.09,283.03,275.26,284.24,281.51,286.92,273.45,290.33,284.84,294.59,280.15,275.13,281.09,280.84,275.15,275.98,294.504,294.8,298.15,292.96,293.07,294.47
2013-09-25 11:00:00,281.61,282.98,286.24,282.79,289.8,288.51,297.11,293.64,283.53,282.0,292.03,288.98,293.23,286.57,283.35,291.78,283.52,291.02,286.07,291.03,281.09,296.6,289.19,298.5,280.18,280.12,281.02,282.15,280.52,281.08,299.714,301.065,305.65,299.064,299.064,298.714
2013-05-13 06:00:00,288.12,292.75,286.4,290.44,292.11,289.73,299.66,298.71,285.32,284.03,293.85,291.81,293.61,280.75,276.87,282.91,278.94,287.02,279.17,289.14,277.19,292.67,290.4,296.72,282.84,279.05,289.08,289.61,283.89,289.32,296.7,294.87,299.91,294.9,289.26,293.71
2014-11-06 00:00:00,283.84,287.5625,290.85,285.2625,293.225,293.3875,287.725,292.95,280.95,279.3,287.8625,286.9125,292.625,287.0625,277.475,283.8875,285.3,286.6125,281.9625,290.3,281.375,294.3375,289.975,296.625,283.125,279.4875,286.5,286.12,282.15,284.8375,281.686,289.27,284.661,290.536,280.786,284.2875
2016-01-13 18:00:00,278.636937316,279.77,287.79,280.98,282.68,284.15,275.87,283.16,273.68,279.43,287.45,286.92,289.37,276.15,262.14,273.75,261.3,273.15,263.2,279.29,264.3,285.8,277.97,294.28,262.01,266.139105337,269.54,270.419471033,262.830410882,270.75,282.487486172,287.824116821,292.264172985,291.270559674,291.270559674,287.941387681
2016-08-16 06:00:00,292.75,291.02,288.81,289.47,295.59,298.96,307.04,305.68,287.05,289.68,295.19,294.07,298.22,292.93,292.37,295.04,295.16,298.5,295.51,296.6,295.21,299.608,297.05,301.76,295.36,294.96,296.86,298.61,287.13,292.36,297.208,302.35,296.908,299.958,299.958,302.65
2013-06-02 21:00:00,290.68,294.61,301.27,293.35,301.73,295.88,308.14,314.1,301.52,292.37,306.98,300.8,306.86,292.93,291.04,296.84,296.49,300.0,296.76,301.77,298.99,302.39,302.68,299.86,302.15,297.14,305.44,304.77,302.64,305.54,294.1,296.34,302.01,294.4,292.59,294.26
2013-02-20 05:00:00,274.91,275.435,281.005,276.175,281.125,281.885,281.3325,282.53,275.7225,267.045,288.315,283.6,286.17,267.495,257.48,270.62,269.9075,276.11,272.7575,278.2525,272.6125,285.335,275.4175,290.92,272.81,270.7,272.165,273.555,266.3575,273.5125,282.635,286.81,285.09,288.04,288.04,283.37
2017-05-16 15:00:00,278.58,283.47,285.79,279.8,285.92,287.06,286.7,289.03,287.15,288.57,296.58,296.02,298.65,296.41,290.75,297.15,296.14,298.14,296.87,299.47,289.85,299.13,297.61,302.03,292.24,285.94,293.02,292.53,289.15,293.13,301.615,298.59,312.15,300.75,300.41,298.53
2016-12-09 12:00:00,265.4,273.45,287.29,273.03,283.67,282.96,277.23,281.4,268.04,258.44,275.59,270.83,276.33,262.3,263.28,265.44,267.65,269.45,266.91,271.25,270.37,281.51,271.61,294.29,267.59,267.18,271.86,272.48,268.8,272.21,288.573,290.59,293.15,288.96,289.07,290.54
2016-10-04 12:00:00,282.97,283.86,285.11,283.78,285.43,284.4,287.04,286.82,278.37,280.76,294.45,293.49,292.95,290.51,287.59,288.52,288.9,286.2,285.71,289.69,285.81,299.686,290.31,298.79,282.54,288.44,285.45,289.25,278.15,286.74,304.936,305.7,303.186,305.37,299.436,305.69
2017-02-20 14:00:00,277.432,277.532,286.082,278.182,282.207,279.332,280.182,282.957,272.382,271.707,289.032,289.532,291.232,290.757,286.832,287.457,281.182,288.282,286.232,288.382,276.532,294.257,288.632,298.332,281.182,272.782,281.432,279.132,270.032,275.632,286.582,288.257,289.757,289.382,289.382,285.432
2012-12-01 18:00:00,281.51,283.85,288.2,283.74,290.35,291.83,292.64,293.22,283.56,285.96,295.32,293.18,296.84,286.27,274.38,289.64,282.78,287.68,286.4,289.42,279.42,295.33,289.54,297.5,284.26,268.8,281.41,280.7,264.06,273.55,292.04,289.15,292.15,294.59,294.59,291.59
2013-08-16 12:00:00,290.948,291.56775,289.8025,289.15,292.67,288.59,298.15,302.575,287.9692,283.1292,297.01,296.35,297.15,294.15,285.75,285.2492,286.6892,287.22325,287.8675,293.81,287.9725,300.15,290.4892,298.63,286.15,287.42325,289.15,289.2625,288.978,295.15,307.397,303.64,311.15,303.81075,302.33575,306.28575
2017-04-23 02:00:00,285.72,287.73,289.46,285.77,298.43,294.06,300.13,305.58,289.98,283.3,290.43,286.48,290.88,286.51,287.41,284.91,281.74,284.82,282.88,294.44,281.44,296.66,294.58,298.41,281.96,282.32,283.94,284.61,280.45,280.0,289.071,290.021,288.271,291.921,291.921,287.871
2017-08-04 01:00:00,301.03,311.9,299.2,305.85,304.16,300.16,308.68,306.89,298.68,289.69,302.82,303.59,303.15,297.75,286.42,300.43,295.45,300.14,298.45,298.06,295.37,298.58,298.25,303.64,298.16,296.53,295.89,297.9,297.8,296.87,290.06,299.15,297.71,300.61,300.61,299.15
2012-10-25 00:00:00,280.37,281.63,288.48,282.05,292.67,291.45,294.72,300.39,292.93,293.32,299.82,299.22,299.18,297.48,289.06,296.4,291.07,293.21,291.12,290.69,290.3,295.93,291.32,299.18,292.87,282.95,288.84,287.25,279.52,284.66,292.59,293.92,293.8,296.6,296.6,293.7
2015-06-07 14:00:00,290.813,290.528666667,286.312,289.695333333,289.128666667,286.962,291.328666667,295.145333333,293.778666667,284.795333333,297.295333333,300.512,300.112,300.112,293.828666667,299.278666667,290.912,299.428666667,296.812,300.478666667,290.695333333,301.328666667,297.245333333,299.512,293.712,286.778666667,292.262,293.263,292.113,287.395333333,303.763,299.263,303.613,295.363,295.363,300.528666667
2016-11-30 19:00:00,279.7,281.28,284.21,281.02,288.64,289.98,280.89,284.98,274.56,276.01,292.87,287.58,292.42,277.98,276.62,280.02,276.81,289.43,283.18,290.55,286.59,300.73,294.69,300.59,286.26,284.8,287.62,285.45,275.71,281.53,287.491,291.64,295.15,291.15,291.15,291.67
2016-04-01 12:00:00,281.51,280.39,283.02,280.08,284.02,284.01,284.91,283.73,274.51,267.68,288.72,285.99,289.81,278.31,274.55,280.31,277.68,285.6,278.78,290.15,279.33,294.01,290.6,298.26,286.29,282.54,292.45,290.32,285.71,290.4,294.897,299.32,303.66,298.15,298.15,299.29
2013-04-30 19:00:00,283.09,285.51,298.75,284.24,291.84,291.78,305.41,306.55,297.22,296.0,300.57,303.01,300.54,298.88,293.66,297.14,295.19,294.25,292.21,294.53,289.58,299.95,293.93,298.52,289.33,284.11,286.49,285.83,293.095,292.04,295.8,297.79,306.15,295.9,295.9,294.9
2017-03-29 00:00:00,281.72,287.71,294.51,283.48,297.46,293.62,294.52,298.58,281.55,279.43,300.3,300.02,298.8,284.98,289.53,287.01,279.75,293.53,285.24,297.65,281.92,299.15,296.0,298.54,284.13,279.37,282.29,279.66,276.15,276.49,280.399,287.15,286.699,289.649,289.649,287.15
2013-09-05 23:00:00,291.48,291.77,297.8,291.75,306.75,305.51,310.37,315.85,304.66,305.52,307.21,309.66,304.43,303.12,299.73,302.13,294.73,301.04,301.49,300.08,293.4,301.65,300.75,302.44,293.45,288.51,294.73,295.15,288.08,290.28,291.066,294.833,290.393,297.14,297.898,290.643
2014-04-03 08:00:00,280.08,279.87,281.0,280.07,281.76,281.44,279.07,283.56,279.26,273.18,294.97,296.37,295.85,283.17,276.34,287.0,277.2,290.17,283.57,290.34,275.38,288.79,289.04,294.7,281.42,271.96,282.21,278.99,272.91,273.67,290.167333333,292.71,292.37,290.467333333,290.467333333,292.57
2017-02-27 09:00:00,272.79,276.42,280.48,275.76,283.06,283.44,282.23,283.14,271.31,267.47,292.52,288.46,293.44,272.2,270.15,277.72,273.74,281.42,278.22,279.43,275.26,288.94,274.92,296.65,273.13,276.14,271.38,271.45,272.49,271.13,291.153,289.91,295.15,292.55,292.61,289.68
2017-10-20 02:00:00,283.15,284.78,290.26,283.15,294.27,293.69,300.31,305.02,288.66,287.45,296.82,296.34,296.38,291.77,289.28,290.84,285.61,285.93,287.4,286.43,286.15,296.49,283.4,299.66,288.43,286.37,286.15,289.23,289.1,288.7,286.752,294.15,289.602,300.352,300.352,294.15
2015-05-06 02:00:00,283.350335559,282.483666667,288.450333333,283.617,288.183666667,288.083666667,296.700333333,296.083666667,285.800333333,280.950333333,294.450333333,297.000333333,296.383666667,296.117,291.217,295.583666667,282.550333333,293.983666667,294.333666667,294.600333333,283.817,294.617,293.283666667,296.183666667,292.233666667,282.150333333,295.483666667,293.841,288.135247465,286.400333333,287.934730403,290.295335017,287.09564723,291.406916829,286.614845317,287.750333333
2013-07-17 11:00:00,289.34,287.21,286.96,288.46,288.63,290.56,301.49,301.29,285.86,287.06,296.41,295.2,296.65,294.83,296.24,296.91,295.89,294.4,296.511,294.94,297.08,297.37,293.96,298.4,296.83,296.13,297.12,298.26,293.61,296.23,304.947,302.66,313.15,298.797,298.797,303.997
2012-11-12 04:00:00,276.38,278.415,284.32,277.64,287.365,287.185,282.29,286.51,275.94,276.02,297.14,296.72,298.075,293.535,289.7,291.75,289.04,289.31,288.63,286.965,287.72,290.46,287.92,295.545,285.53,281.66,281.845,281.94,274.325,277.29,290.045,291.435,287.23,293.23,293.23,291.55
2013-11-05 00:00:00,276.88,279.83,287.743,280.0805,285.243,284.2805,280.768,292.5925,285.755,273.9175,292.48,288.8425,295.343,288.1925,277.73,285.4805,284.2555,286.805,283.53,285.943,280.6055,293.9925,281.9425,299.2805,277.755,277.9675,275.6425,277.8555,272.9675,276.4805,287.4555,290.8555,290.08,297.605,297.605,287.905
